,match_id,innings,venue,season,batting_team,bowling_team,batsmen,bolwers,run
129,980913.0,2.0,Arun Jaitley Stadium,2016.0,Delhi Daredevils,Kings XI Punjab,SV Samson:SS Iyer:Q de Kock:,MG Johnson:MM Sharma:Sandeep Sharma:AR Patel:,28.0
130,980915.0,1.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Kolkata Knight Riders,MC Henriques:EJG Morgan:S Dhawan:DA Warner:,M Morkel:Shakib Al Hasan:UT Yadav:,36.0
131,980915.0,2.0,Rajiv Gandhi International Stadium,2016.0,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa:G Gambhir:,Mustafizur Rahman:B Kumar:BB Sran:,36.0
132,980917.0,1.0,Wankhede Stadium,2016.0,Mumbai Indians,Gujarat Lions,JC Buttler:PA Patel:RG Sharma:HH Pandya:,P Kumar:DS Kulkarni:,31.0
133,980917.0,2.0,Wankhede Stadium,2016.0,Gujarat Lions,Mumbai Indians,BB McCullum:SK Raina:AJ Finch:,TG Southee:MJ McClenaghan:KH Pandya:JJ Bumrah:,42.0
134,980919.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Rising Pune Supergiants,Kings XI Punjab,F du Plessis:AM Rahane:KP Pietersen:,AR Patel:KJ Abbott:P Sahu:Sandeep Sharma:,49.0
135,980919.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Rising Pune Supergiants,M Vijay:M Vohra:,I Sharma:R Ashwin:Ankit Sharma:,50.0
136,980921.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle:V Kohli:AB de Villiers:,CH Morris:Z Khan:Mohammed Shami:,63.0
137,980921.0,2.0,M Chinnaswamy Stadium,2016.0,Delhi Daredevils,Royal Challengers Bangalore,SV Samson:SS Iyer:KK Nair:Q de Kock:,S Aravind:Parvez Rasool:SR Watson:,51.0
138,980923.0,1.0,Rajiv Gandhi International Stadium,2016.0,Mumbai Indians,Sunrisers Hyderabad,RG Sharma:PA Patel:MJ Guptill:AT Rayudu:,Mustafizur Rahman:B Kumar:MC Henriques:BB Sran:,40.0
139,980923.0,2.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Mumbai Indians,MC Henriques:S Dhawan:DA Warner:,TG Southee:MJ McClenaghan:Harbhajan Singh:JJ Bumrah:,33.0
140,980925.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Kolkata Knight Riders,M Vijay:M Vohra:SE Marsh:,M Morkel:Shakib Al Hasan:UT Yadav:,41.0
141,980925.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa:G Gambhir:,AR Patel:MM Sharma:KJ Abbott:Sandeep Sharma:,65.0
142,980927.0,1.0,Wankhede Stadium,2016.0,Royal Challengers Bangalore,Mumbai Indians,KL Rahul:AB de Villiers:V Kohli:,TG Southee:MJ McClenaghan:JJ Bumrah:,49.0
143,980927.0,2.0,Wankhede Stadium,2016.0,Mumbai Indians,Royal Challengers Bangalore,PA Patel:RG Sharma:AT Rayudu:,VR Aaron:KW Richardson:SR Watson:,51.0
144,980929.0,1.0,Saurashtra Cricket Association Stadium,2016.0,Gujarat Lions,Sunrisers Hyderabad,BB McCullum:SK Raina:AJ Finch:,Mustafizur Rahman:DJ Hooda:B Kumar:BB Sran:,50.0
145,980929.0,2.0,Saurashtra Cricket Association Stadium,2016.0,Sunrisers Hyderabad,Gujarat Lions,S Dhawan:DA Warner:,DJ Bravo:P Kumar:SK Raina:DW Steyn:,63.0
146,980931.0,1.0,Maharashtra Cricket Association Stadium,2016.0,Royal Challengers Bangalore,Rising Pune Supergiants,KL Rahul:AB de Villiers:V Kohli:,NLTC Perera:I Sharma:Ankit Sharma:,48.0
147,980931.0,2.0,Maharashtra Cricket Association Stadium,2016.0,Rising Pune Supergiants,Royal Challengers Bangalore,MS Dhoni:AM Rahane:F du Plessis:SPD Smith:KP Pietersen:,SR Watson:KW Richardson:HV Patel:STR Binny:,36.0
148,980933.0,1.0,Arun Jaitley Stadium,2016.0,Delhi Daredevils,Mumbai Indians,SV Samson:SS Iyer:Q de Kock:,TG Southee:MJ McClenaghan:KH Pandya:JJ Bumrah:,41.0
149,980933.0,2.0,Arun Jaitley Stadium,2016.0,Mumbai Indians,Delhi Daredevils,PA Patel:RG Sharma:AT Rayudu:,P Negi:CH Morris:Z Khan:Mohammed Shami:,52.0
150,980935.0,1.0,Rajiv Gandhi International Stadium,2016.0,Kings XI Punjab,Sunrisers Hyderabad,DA Miller:M Vijay:M Vohra:SE Marsh:,DJ Hooda:B Kumar:Mustafizur Rahman:BB Sran:,35.0
151,980935.0,2.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan:DA Warner:,MM Sharma:KJ Abbott:GJ Maxwell:Sandeep Sharma:,65.0
152,980937.0,1.0,Saurashtra Cricket Association Stadium,2016.0,Royal Challengers Bangalore,Gujarat Lions,SR Watson:AB de Villiers:V Kohli:,P Kumar:DS Kulkarni:PV Tambe:SB Jakati:,50.0
153,980937.0,2.0,Saurashtra Cricket Association Stadium,2016.0,Gujarat Lions,Royal Challengers Bangalore,BB McCullum:DR Smith:SK Raina:,YS Chahal:KW Richardson:Iqbal Abdulla:SR Watson:,72.0
154,980939.0,1.0,Maharashtra Cricket Association Stadium,2016.0,Rising Pune Supergiants,Kolkata Knight Riders,F du Plessis:SPD Smith:AM Rahane:,M Morkel:AD Russell:Shakib Al Hasan:SP Narine:,31.0
155,980939.0,2.0,Maharashtra Cricket Association Stadium,2016.0,Kolkata Knight Riders,Rising Pune Supergiants,G Gambhir:RV Uthappa:Shakib Al Hasan:SA Yadav:,NLTC Perera:R Ashwin:JA Morkel:,59.0
156,980941.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Mumbai Indians,Kings XI Punjab,PA Patel:RG Sharma:AT Rayudu:,MG Johnson:Sandeep Sharma:AR Patel:,39.0
157,980941.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Mumbai Indians,M Vijay:M Vohra:GJ Maxwell:SE Marsh:,TG Southee:MJ McClenaghan:JJ Bumrah:,40.0
158,980943.0,1.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Rising Pune Supergiants,EJG Morgan:S Dhawan:DA Warner:DJ Hooda:AP Tare:,MR Marsh:NLTC Perera:AB Dinda:,27.0
159,980943.0,2.0,Rajiv Gandhi International Stadium,2016.0,Rising Pune Supergiants,Sunrisers Hyderabad,F du Plessis:SPD Smith:AM Rahane:,Mustafizur Rahman:B Kumar:A Nehra:,46.0
160,980945.0,1.0,Arun Jaitley Stadium,2016.0,Gujarat Lions,Delhi Daredevils,BB McCullum:DR Smith:,CH Morris:Z Khan:S Nadeem:,71.0
161,980945.0,2.0,Arun Jaitley Stadium,2016.0,Delhi Daredevils,Gujarat Lions,SV Samson:JP Duminy:Q de Kock:RR Pant:KK Nair:,P Kumar:DS Kulkarni:,22.0
162,980947.0,1.0,Wankhede Stadium,2016.0,Kolkata Knight Riders,Mumbai Indians,RV Uthappa:G Gambhir:,TG Southee:MJ McClenaghan:Harbhajan Singh:JJ Bumrah:,59.0
163,980947.0,2.0,Wankhede Stadium,2016.0,Mumbai Indians,Kolkata Knight Riders,PA Patel:RG Sharma:AT Rayudu:,SP Narine:Shakib Al Hasan:UT Yadav:JD Unadkat:,64.0
164,980949.0,1.0,Maharashtra Cricket Association Stadium,2016.0,Rising Pune Supergiants,Gujarat Lions,SPD Smith:SS Tiwary:AM Rahane:,P Kumar:DS Kulkarni:,48.0
165,980949.0,2.0,Maharashtra Cricket Association Stadium,2016.0,Gujarat Lions,Rising Pune Supergiants,BB McCullum:DR Smith:,NLTC Perera:R Ashwin:JA Morkel:AB Dinda:,72.0
166,980951.0,1.0,Arun Jaitley Stadium,2016.0,Delhi Daredevils,Kolkata Knight Riders,SV Samson:Q de Kock:SW Billings:SS Iyer:KK Nair:,JO Holder:AD Russell:SP Narine:,37.0
167,980951.0,2.0,Arun Jaitley Stadium,2016.0,Kolkata Knight Riders,Delhi Daredevils,RV Uthappa:PP Chawla:G Gambhir:YK Pathan:,Z Khan:Mohammed Shami:,43.0
168,980953.0,1.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan:DA Warner:KS Williamson:,HV Patel:VR Aaron:Parvez Rasool:KW Richardson:SR Watson:,49.0
169,980953.0,2.0,Rajiv Gandhi International Stadium,2016.0,Royal Challengers Bangalore,Sunrisers Hyderabad,KL Rahul:AB de Villiers:V Kohli:,Mustafizur Rahman:B Kumar:A Nehra:,45.0
170,980955.0,1.0,Saurashtra Cricket Association Stadium,2016.0,Kings XI Punjab,Gujarat Lions,M Vijay:MP Stoinis:,RA Jadeja:P Kumar:DS Kulkarni:,59.0
171,980955.0,2.0,Saurashtra Cricket Association Stadium,2016.0,Gujarat Lions,Kings XI Punjab,BB McCullum:DR Smith:KD Karthik:SK Raina:,KC Cariappa:Sandeep Sharma:MM Sharma:MP Stoinis:AR Patel:,36.0
172,980957.0,1.0,Maharashtra Cricket Association Stadium,2016.0,Rising Pune Supergiants,Mumbai Indians,SPD Smith:SS Tiwary:AM Rahane:,TG Southee:MJ McClenaghan:KH Pandya:JJ Bumrah:,54.0
173,980957.0,2.0,Maharashtra Cricket Association Stadium,2016.0,Mumbai Indians,Rising Pune Supergiants,PA Patel:RG Sharma:AT Rayudu:,NLTC Perera:AB Dinda:SM Boland:,47.0
174,980959.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle:V Kohli:KL Rahul:,M Morkel:AD Russell:SP Narine:,40.0
175,980959.0,2.0,M Chinnaswamy Stadium,2016.0,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa:CA Lynn:MK Pandey:G Gambhir:,YS Chahal:VR Aaron:SR Watson:S Aravind:STR Binny:,37.0
176,980961.0,1.0,Saurashtra Cricket Association Stadium,2016.0,Gujarat Lions,Delhi Daredevils,AJ Finch:SK Raina:BB McCullum:DR Smith:KD Karthik:,CH Morris:Z Khan:S Nadeem:Mohammed Shami:,35.0
177,980961.0,2.0,Saurashtra Cricket Association Stadium,2016.0,Delhi Daredevils,Gujarat Lions,RR Pant:Q de Kock:,P Kumar:SK Raina:DS Kulkarni:,61.0
178,980963.0,1.0,Eden Gardens,2016.0,Kolkata Knight Riders,Kings XI Punjab,RV Uthappa:G Gambhir:,AR Patel:MM Sharma:MP Stoinis:Sandeep Sharma:,40.0
179,980963.0,2.0,Eden Gardens,2016.0,Kings XI Punjab,Kolkata Knight Riders,M Vohra:WP Saha:GJ Maxwell:MP Stoinis:M Vijay:,M Morkel:AD Russell:UT Yadav:,37.0
180,980965.0,1.0,Arun Jaitley Stadium,2016.0,Delhi Daredevils,Rising Pune Supergiants,RR Pant:KK Nair:SV Samson:,NLTC Perera:AB Dinda:SM Boland:,48.0
181,980965.0,2.0,Arun Jaitley Stadium,2016.0,Rising Pune Supergiants,Delhi Daredevils,UT Khawaja:AM Rahane:,CR Brathwaite:Mohammed Shami:J Yadav:,50.0
182,980967.0,1.0,Rajiv Gandhi International Stadium,2016.0,Gujarat Lions,Sunrisers Hyderabad,AJ Finch:SK Raina:BB McCullum:DR Smith:KD Karthik:,Mustafizur Rahman:B Kumar:A Nehra:,26.0
183,980967.0,2.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Gujarat Lions,MC Henriques:S Dhawan:DA Warner:KS Williamson:,P Kumar:PJ Sangwan:DS Kulkarni:,38.0
184,980969.0,1.0,M Chinnaswamy Stadium,2016.0,Rising Pune Supergiants,Royal Challengers Bangalore,UT Khawaja:SS Tiwary:AM Rahane:,Parvez Rasool:VR Aaron:SR Watson:STR Binny:CJ Jordan:,60.0
185,980969.0,2.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Rising Pune Supergiants,KL Rahul:V Kohli:,NLTC Perera:RP Singh:AB Dinda:,46.0
186,980971.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Delhi Daredevils,M Vijay:MP Stoinis:HM Amla:,CH Morris:Z Khan:S Nadeem:Mohammed Shami:,45.0
187,980971.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Delhi Daredevils,Kings XI Punjab,SV Samson:Q de Kock:,KC Cariappa:Sandeep Sharma:MM Sharma:MP Stoinis:AR Patel:,51.0
188,980973.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Sunrisers Hyderabad,Mumbai Indians,S Dhawan:DA Warner:,TG Southee:MJ McClenaghan:Harbhajan Singh:JJ Bumrah:,51.0
189,980973.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Mumbai Indians,Sunrisers Hyderabad,KA Pollard:JC Buttler:HH Pandya:PA Patel:RG Sharma:KH Pandya:AT Rayudu:,B Kumar:A Nehra:BB Sran:,32.0
190,980975.0,1.0,Eden Gardens,2016.0,Kolkata Knight Riders,Gujarat Lions,Shakib Al Hasan:G Gambhir:SA Yadav:RV Uthappa:YK Pathan:MK Pandey:,P Kumar:DR Smith:DS Kulkarni:,28.0
191,980975.0,2.0,Eden Gardens,2016.0,Gujarat Lions,Kolkata Knight Riders,BB McCullum:DR Smith:SK Raina:,M Morkel:AD Russell:Shakib Al Hasan:PP Chawla:,46.0
192,980977.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Royal Challengers Bangalore,Kings XI Punjab,KL Rahul:V Kohli:,Anureet Singh:Sandeep Sharma:MM Sharma:MP Stoinis:AR Patel:,56.0
193,980977.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Royal Challengers Bangalore,M Vijay:WP Saha:HM Amla:,CJ Jordan:YS Chahal:SR Watson:STR Binny:,50.0
194,980979.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Sunrisers Hyderabad,Rising Pune Supergiants,S Dhawan:DA Warner:KS Williamson:,RP Singh:AB Dinda:,34.0
195,980979.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Rising Pune Supergiants,Sunrisers Hyderabad,UT Khawaja:R Ashwin:AM Rahane:GJ Bailey:,B Kumar:A Nehra:BB Sran:,25.0
196,980981.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Mumbai Indians,CH Gayle:KL Rahul:AB de Villiers:V Kohli:,TG Southee:MJ McClenaghan:KH Pandya:JJ Bumrah:,25.0
197,980981.0,2.0,M Chinnaswamy Stadium,2016.0,Mumbai Indians,Royal Challengers Bangalore,PA Patel:RG Sharma:AT Rayudu:,S Aravind:CJ Jordan:SR Watson:STR Binny:,39.0
198,980983.0,1.0,Rajiv Gandhi International Stadium,2016.0,Sunrisers Hyderabad,Delhi Daredevils,S Dhawan:DA Warner:,NM Coulter-Nile:Mohammed Shami:J Yadav:,51.0
199,980983.0,2.0,Rajiv Gandhi International Stadium,2016.0,Delhi Daredevils,Sunrisers Hyderabad,KK Nair:MA Agarwal:Q de Kock:,Mustafizur Rahman:B Kumar:A Nehra:BB Sran:,50.0
200,980985.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Mumbai Indians,Kings XI Punjab,AT Rayudu:RG Sharma:N Rana:UBT Chand:,AR Patel:MM Sharma:Sandeep Sharma:,21.0
201,980985.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Kings XI Punjab,Mumbai Indians,M Vijay:WP Saha:HM Amla:,TG Southee:MJ McClenaghan:KH Pandya:JJ Bumrah:,32.0
202,980987.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Gujarat Lions,CH Gayle:AB de Villiers:V Kohli:,P Kumar:S Kaushik:DS Kulkarni:PV Tambe:,42.0
203,980987.0,2.0,M Chinnaswamy Stadium,2016.0,Gujarat Lions,Royal Challengers Bangalore,BB McCullum:DR Smith:KD Karthik:RA Jadeja:,S Aravind:YS Chahal:SR Watson:STR Binny:,41.0
204,980989.0,1.0,Eden Gardens,2016.0,Rising Pune Supergiants,Kolkata Knight Riders,UT Khawaja:SS Tiwary:AM Rahane:GJ Bailey:,M Morkel:AD Russell:Shakib Al Hasan:,37.0
205,980989.0,2.0,Eden Gardens,2016.0,Kolkata Knight Riders,Rising Pune Supergiants,RV Uthappa:MK Pandey:G Gambhir:YK Pathan:,R Ashwin:A Zampa:M Ashwin:AB Dinda:,66.0
206,980991.0,1.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Kings XI Punjab,Sunrisers Hyderabad,M Vijay:WP Saha:HM Amla:,Mustafizur Rahman:BCJ Cutting:B Kumar:A Nehra:,47.0
207,980991.0,2.0,Punjab Cricket Association IS Bindra Stadium,2016.0,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan:DA Warner:,Anureet Singh:Sandeep Sharma:MM Sharma:MP Stoinis:GJ Maxwell:M Vijay:,55.0
208,980993.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Mumbai Indians,Delhi Daredevils,MJ Guptill:RG Sharma:,CH Morris:Z Khan:S Nadeem:,45.0
209,980993.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Delhi Daredevils,Mumbai Indians,SV Samson:KK Nair:MA Agarwal:Q de Kock:,JJ Bumrah:MJ McClenaghan:Harbhajan Singh:R Vinay Kumar:,49.0
210,980995.0,1.0,Eden Gardens,2016.0,Kolkata Knight Riders,Royal Challengers Bangalore,RV Uthappa:MK Pandey:G Gambhir:,S Aravind:SR Watson:Iqbal Abdulla:STR Binny:,51.0
211,980995.0,2.0,Eden Gardens,2016.0,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle:V Kohli:,M Morkel:AD Russell:SP Narine:PP Chawla:,63.0
212,980997.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Delhi Daredevils,Rising Pune Supergiants,SV Samson:SS Iyer:KK Nair:Q de Kock:,DL Chahar:NLTC Perera:AB Dinda:,28.0
213,980997.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Rising Pune Supergiants,Delhi Daredevils,UT Khawaja:AM Rahane:GJ Bailey:,NM Coulter-Nile:CH Morris:Z Khan:,44.0
214,980999.0,1.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle:V Kohli:,KC Cariappa:Sandeep Sharma:MM Sharma:KJ Abbott:AR Patel:,63.0
215,980999.0,2.0,M Chinnaswamy Stadium,2016.0,Kings XI Punjab,Royal Challengers Bangalore,DA Miller:Gurkeerat Singh:WP Saha:HM Amla:M Vijay:AR Patel:,YS Chahal:SR Watson:S Aravind:STR Binny:CJ Jordan:,59.0
216,981001.0,1.0,Green Park,2016.0,Kolkata Knight Riders,Gujarat Lions,RV Uthappa:MK Pandey:G Gambhir:PP Chawla:,P Kumar:DR Smith:DS Kulkarni:,44.0
217,981001.0,2.0,Green Park,2016.0,Gujarat Lions,Kolkata Knight Riders,AJ Finch:SK Raina:BB McCullum:DR Smith:KD Karthik:,M Morkel:SP Narine:AS Rajpoot:,55.0
218,981003.0,1.0,Shaheed Veer Narayan Singh International Stadium,2016.0,Sunrisers Hyderabad,Delhi Daredevils,S Dhawan:DA Warner:,NM Coulter-Nile:CR Brathwaite:Z Khan:J Yadav:,46.0
219,981003.0,2.0,Shaheed Veer Narayan Singh International Stadium,2016.0,Delhi Daredevils,Sunrisers Hyderabad,RR Pant:KK Nair:Q de Kock:,Mustafizur Rahman:B Kumar:BB Sran:,37.0
220,981005.0,1.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Kings XI Punjab,Rising Pune Supergiants,M Vijay:HM Amla:,DL Chahar:IK Pathan:NLTC Perera:AB Dinda:,52.0
221,981005.0,2.0,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,2016.0,Rising Pune Supergiants,Kings XI Punjab,UT Khawaja:AM Rahane:GJ Bailey:,MM Sharma:KJ Abbott:Sandeep Sharma:,44.0
222,981007.0,1.0,Green Park,2016.0,Mumbai Indians,Gujarat Lions,JC Buttler:MJ Guptill:RG Sharma:N Rana:KH Pandya:,P Kumar:DR Smith:DS Kulkarni:,49.0
223,981007.0,2.0,Green Park,2016.0,Gujarat Lions,Mumbai Indians,BB McCullum:SK Raina:AJ Finch:,KH Pandya:JJ Bumrah:MJ McClenaghan:R Vinay Kumar:,70.0
224,981009.0,1.0,Eden Gardens,2016.0,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa:C Munro:G Gambhir:,KS Williamson:DJ Hooda:B Kumar:BB Sran:,48.0
225,981009.0,2.0,Eden Gardens,2016.0,Sunrisers Hyderabad,Kolkata Knight Riders,NV Ojha:S Dhawan:DA Warner:,Shakib Al Hasan:SP Narine:AS Rajpoot:YK Pathan:,48.0
226,981011.0,1.0,Shaheed Veer Narayan Singh International Stadium,2016.0,Delhi Daredevils,Royal Challengers Bangalore,RR Pant:KK Nair:SV Samson:Q de Kock:,YS Chahal:SR Watson:S Aravind:STR Binny:CJ Jordan:,43.0
227,981011.0,2.0,Shaheed Veer Narayan Singh International Stadium,2016.0,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle:KL Rahul:AB de Villiers:V Kohli:,CH Morris:Z Khan:,49.0
228,981013.0,1.0,M Chinnaswamy Stadium,2016.0,Gujarat Lions,Royal Challengers Bangalore,SK Raina:AJ Finch:BB McCullum:DR Smith:KD Karthik:,S Aravind:Iqbal Abdulla:SR Watson:,23.0
229,981013.0,2.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Gujarat Lions,CH Gayle:Sachin Baby:SR Watson:AB de Villiers:V Kohli:STR Binny:KL Rahul:,RA Jadeja:P Kumar:DS Kulkarni:,31.0
230,981015.0,1.0,Arun Jaitley Stadium,2016.0,Sunrisers Hyderabad,Kolkata Knight Riders,MC Henriques:S Dhawan:DA Warner:,M Morkel:SP Narine:YK Pathan:,43.0
231,981015.0,2.0,Arun Jaitley Stadium,2016.0,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa:C Munro:G Gambhir:,DJ Hooda:B Kumar:Mustafizur Rahman:BB Sran:,46.0
232,981017.0,1.0,Arun Jaitley Stadium,2016.0,Gujarat Lions,Sunrisers Hyderabad,BB McCullum:KD Karthik:SK Raina:ER Dwivedi:,TA Boult:B Kumar:Bipul Sharma:BB Sran:,38.0
233,981017.0,2.0,Arun Jaitley Stadium,2016.0,Sunrisers Hyderabad,Gujarat Lions,MC Henriques:S Dhawan:DA Warner:Yuvraj Singh:,P Kumar:DR Smith:DS Kulkarni:SK Raina:,46.0
234,981019.0,1.0,M Chinnaswamy Stadium,2016.0,Sunrisers Hyderabad,Royal Challengers Bangalore,S Dhawan:DA Warner:,S Aravind:CH Gayle:SR Watson:,59.0
235,981019.0,2.0,M Chinnaswamy Stadium,2016.0,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle:V Kohli:,Mustafizur Rahman:BCJ Cutting:B Kumar:BB Sran:,59.0
236,1082591.0,1.0,Rajiv Gandhi International Stadium,2017.0,Sunrisers Hyderabad,Royal Challengers Bangalore,MC Henriques:S Dhawan:DA Warner:,YS Chahal:SR Watson:A Choudhary:S Aravind:TS Mills:,59.0
237,1082591.0,2.0,Rajiv Gandhi International Stadium,2017.0,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle:TM Head:Mandeep Singh:,Rashid Khan:BCJ Cutting:B Kumar:A Nehra:,54.0
238,1082592.0,1.0,Maharashtra Cricket Association Stadium,2017.0,Mumbai Indians,Rising Pune Supergiant,PA Patel:RG Sharma:JC Buttler:,DL Chahar:BA Stokes:Imran Tahir:AB Dinda:,61.0
239,1082592.0,2.0,Maharashtra Cricket Association Stadium,2017.0,Rising Pune Supergiant,Mumbai Indians,SPD Smith:MA Agarwal:AM Rahane:,TG Southee:MJ McClenaghan:JJ Bumrah:HH Pandya:,59.0
240,1082593.0,1.0,Saurashtra Cricket Association Stadium,2017.0,Gujarat Lions,Kolkata Knight Riders,BB McCullum:JJ Roy:SK Raina:,TA Boult:CR Woakes:SP Narine:PP Chawla:,52.0
241,1082593.0,2.0,Saurashtra Cricket Association Stadium,2017.0,Kolkata Knight Riders,Gujarat Lions,G Gambhir:CA Lynn:,MS Gony:P Kumar:S Kaushik:DS Kulkarni:,73.0
242,1082595.0,1.0,M Chinnaswamy Stadium,2017.0,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle:Mandeep Singh:KM Jadhav:SR Watson:,PJ Cummins:CH Morris:Z Khan:S Nadeem:,41.0
243,1082595.0,2.0,M Chinnaswamy Stadium,2017.0,Delhi Daredevils,Royal Challengers Bangalore,SV Samson:SW Billings:KK Nair:AP Tare:,B Stanlake:YS Chahal:TS Mills:Iqbal Abdulla:,43.0
244,1082594.0,1.0,Holkar Cricket Stadium,2017.0,Rising Pune Supergiant,Kings XI Punjab,SPD Smith:MA Agarwal:AM Rahane:,AR Patel:MM Sharma:Sandeep Sharma:,35.0
245,1082594.0,2.0,Holkar Cricket Stadium,2017.0,Kings XI Punjab,Rising Pune Supergiant,M Vohra:WP Saha:AR Patel:HM Amla:,BA Stokes:Imran Tahir:DT Christian:AB Dinda:,56.0
246,1082596.0,1.0,Rajiv Gandhi International Stadium,2017.0,Gujarat Lions,Sunrisers Hyderabad,BB McCullum:AJ Finch:JJ Roy:SK Raina:,Rashid Khan:B Kumar:Bipul Sharma:A Nehra:,40.0
247,1082596.0,2.0,Rajiv Gandhi International Stadium,2017.0,Sunrisers Hyderabad,Gujarat Lions,MC Henriques:S Dhawan:DA Warner:,P Kumar:DS Kulkarni:SK Raina:Tejas Baroka:,59.0
248,1082597.0,1.0,Wankhede Stadium,2017.0,Kolkata Knight Riders,Mumbai Indians,G Gambhir:CA Lynn:RV Uthappa:MK Pandey:,KH Pandya:MJ McClenaghan:JJ Bumrah:SL Malinga:,59.0
249,1082597.0,2.0,Wankhede Stadium,2017.0,Mumbai Indians,Kolkata Knight Riders,PA Patel:JC Buttler:,TA Boult:CR Woakes:SP Narine:Kuldeep Yadav:,49.0
250,1082598.0,1.0,Holkar Cricket Stadium,2017.0,Royal Challengers Bangalore,Kings XI Punjab,KM Jadhav:AB de Villiers:SR Watson:Mandeep Singh:Vishnu Vinod:,VR Aaron:MM Sharma:Sandeep Sharma:AR Patel:,23.0
251,1082598.0,2.0,Holkar Cricket Stadium,2017.0,Kings XI Punjab,Royal Challengers Bangalore,M Vohra:HM Amla:,B Stanlake:TS Mills:Iqbal Abdulla:SR Watson:,62.0
252,1082599.0,1.0,Maharashtra Cricket Association Stadium,2017.0,Delhi Daredevils,Rising Pune Supergiant,SW Billings:SV Samson:AP Tare:,DL Chahar:BA Stokes:AB Dinda:,62.0
253,1082599.0,2.0,Maharashtra Cricket Association Stadium,2017.0,Rising Pune Supergiant,Delhi Daredevils,AM Rahane:RA Tripathi:BA Stokes:F du Plessis:MA Agarwal:,PJ Cummins:CH Morris:Z Khan:S Nadeem:,50.0
254,1082600.0,1.0,Wankhede Stadium,2017.0,Sunrisers Hyderabad,Mumbai Indians,S Dhawan:DA Warner:,Harbhajan Singh:JJ Bumrah:SL Malinga:,34.0
